Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0,0.0318323296658391,0.0,0.0318323296658391,0.0,0.0,0.0,0.0,0.0,0.009264987377777777,0.005020676755665914,0.05642732966583903,2.7755575615628914e-17,0.0,0.0,0.012160999999999964,0.01763700000000004,0.021189,0.033204,15.0,15.000000000000002,15.000000000000004,14.999999999999998,15.000000000000004,15.000000000000004,0.0,-0.005620605113744673,-0.006767401593835499,-0.006028039769026668,-0.006635020240348837,-0.006752320104329053
0,0.12447520217131648,0.0,0.12447520217131648,0.0,0.0,0.0,0.0,0.0,0.016780741333333335,0.00018404771049113628,0.1621992021713165,0.0,0.0,0.0,0.006983999999999935,0.0,0.012339,0.032369,15.0,15.000000000000002,15.0,15.000000000000004,15.000000000000004,15.000000000000002,0.0,-0.017028469305019625,-0.020927138137307785,-0.01600385302669481,-0.01790842547798665,-0.020583232578893072
0,2.4520034085673794,0.0,2.4520034085673794,0.0,0.05333333333333334,0.0,0.0,0.0255936,0.017273993955555556,0.0,2.406039408567379,0.0,1.9984014443252818e-15,0.0,0.031222,0.024023999999999823,0.008899,0.000383,15.0,14.99999999999999,14.999999999999979,15.000000000000005,15.000000000000005,14.999999999999979,0.0,-0.2671207749280911,-0.3349811938627647,-0.2153581429644932,-0.2373472229963116,-0.3238582851727324
0,2.559603658496454,0.0,2.559603658496454,0.0,0.1777777777777778,0.0,0.0,0.0,0.01938923484444445,0.0,2.5657256584964534,0.0,0.0,0.0,0.020304,0.017899,0.021601,0.022723999999997524,15.0,15.0,14.999999999999947,15.000000000000002,15.0,14.999999999999954,0.0,-0.28344139070972313,-0.35483347129332904,-0.23178793131722858,-0.25527980598194666,-0.3434918622284762
0,1.8852237530212776,0.0,1.8852237530212776,0.0,0.0,0.0,0.0,0.029921422222222223,0.019455929244444444,0.0,1.8541537530212775,0.0,1.1102230246251565e-15,0.0,0.024304,0.021364999999999412,0.005705,0.008894,15.0,15.0,14.999999999999998,15.000000000000002,15.000000000000002,15.0,0.0,-0.2057570534984243,-0.25798786320722267,-0.1661012542626797,-0.18316236570758973,-0.2494634001644046
0,0.6651781546666667,0.0,0.6651781546666667,0.0,0.05333333333333334,0.0,0.0,0.015355911111111111,0.02000117617777778,0.0,0.6472021546666665,0.0,4.440892098500626e-16,0.0,0.012648999999999997,0.01449199999999995,0.005447,0.003718,15.0,14.999999999999995,14.99999999999999,15.0,15.0,14.999999999999993,0.0,-0.07198896451537776,-0.090336670503925,-0.05772297982492477,-0.06358825177202213,-0.08728936825331121
0,3.3170193333333433,0.0,3.3170193333333433,0.0,0.24021904753746312,0.0,0.004267968915844318,0.06775324444444444,0.019874462044444444,0.0,3.3333333333333335,1.7763568394002505e-15,0.0,0.0,0.0,0.031794,0.032984,0.015124,15.0,15.0,14.999999999999996,15.000000000000002,15.000000000000002,14.999999999999998,0.0,-0.3678786662660011,-0.46037966734049407,-0.30168314419252035,-0.33129519056440826,-0.4456737731139351
0,2.7813355525686028,0.0,2.7813355525686028,0.0,0.28285101996881273,0.0,0.010815697298960186,0.0,0.017331769244444444,0.0,2.797495552568604,1.7763568394002505e-15,0.0,0.0,0.02282,0.00878,0.018565,0.029195,15.0,15.0,14.999999999999996,15.000000000000002,15.000000000000002,14.999999999999996,0.0,-0.30885729401885903,-0.38656846771350295,-0.25301171471415573,-0.27896541512942424,-0.37430983562018627
0,3.054672450071121,0.0,3.054672450071121,0.0,0.23111111111111116,0.0,0.00647049151792669,0.0,0.008129055466666668,0.0,3.0676314500711204,0.0,0.0,0.0,0.025867,0.005955,0.028095,0.016686,15.0,15.0,14.999999999999998,15.000000000000002,15.000000000000002,14.999999999999998,0.0,-0.3387542460551036,-0.4240196237193919,-0.27733319738817824,-0.3054878607965624,-0.4105159429394453
0,2.4768028378685094,0.0,2.4768028378685094,0.0,0.10477541371158411,0.0,0.054950265868507576,0.0,0.0029136762666666666,0.0,2.484771837868509,0.0,0.0,0.0,0.001069999999998572,0.029017,0.007635,0.030421,15.0,15.0,14.999999999999982,15.000000000000002,15.000000000000002,14.999999999999986,0.0,-0.27442247936931236,-0.34350968074741156,-0.22458953695213268,-0.24719608026891293,-0.3325371946933932
