Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0,0.026541453259973126,0.0,0.026541453259973126,0.0,0.0,0.0,0.0,0.0,0.008223766044444445,0.004684905609781358,0.05604945325997314,2.7755575615628914e-17,0.0,0.0,0.0008340000000000014,0.012161000000000009,0.021314,0.021189,15.0,15.0,14.999999999999998,15.0,15.0,14.999999999999996,0.0,-0.005325605484112041,-0.006287014216276979,-0.006378253756509926,-0.007156640534759506,-0.006386086025495522
0,0.5098118313263817,0.0,0.5098118313263817,0.0,0.05333333333333334,0.0,0.0,0.0,0.014781011555555557,0.00013943404537132561,0.523878831326382,2.220446049250313e-16,0.0,0.0,0.007439999999999725,0.0,0.009168,0.012339,15.000000000000007,15.000000000000014,15.000000000000014,15.000000000000004,15.0,15.000000000000014,0.0,-0.04578914450952515,-0.052021561337052505,-0.06566789671402253,-0.078362472572564,-0.05502243846910726
0,1.7777831064964547,0.0,1.7777831064964547,0.0,0.10666666666666667,0.0,0.0,0.02160071111111111,0.017990227911111115,0.0,1.7574521064964552,0.0,0.0,0.0,0.022557,0.031222,0.024549,0.008899,15.0,15.000000000000012,15.000000000000016,14.999999999999998,15.000000000000004,15.000000000000016,0.0,-0.15386497779286662,-0.17494993229177966,-0.21990628512066476,-0.26467307541386537,-0.18517160328880106
0,1.2594048389503518,0.0,1.2594048389503518,0.0,0.13314420803782473,0.0,0.0,0.014607288888888889,0.020169148266666666,0.0,1.287542838950352,8.881784197001252e-16,0.0,0.0,0.002897999999999845,0.020304,0.029739,0.02160100000000109,15.0,15.000000000000012,15.000000000000014,14.999999999999998,15.000000000000002,15.000000000000014,0.0,-0.1132147035262215,-0.129000492016591,-0.1603634331598831,-0.1921687883018203,-0.13619691335897982
0,0.16249511733333333,0.0,0.16249511733333333,0.0,0.0,0.0,0.0,0.0,0.021666015644444446,0.0,0.1569671173333334,0.0,0.0,0.0,0.0009930000000000772,0.02430399999999988,0.014064,0.005705,15.0,15.000000000000007,15.00000000000001,14.999999999999991,14.999999999999995,15.000000000000009,0.0,-0.014129708404331667,-0.016280300232276838,-0.019053281892593605,-0.023398642901934604,-0.01709125439952324
0,0.32143762266666664,0.0,0.32143762266666664,0.0,0.0,0.0,0.0,0.021038222222222222,0.02182012746666667,0.0,0.30467862266666673,2.220446049250313e-16,0.0,0.0,0.016845,0.012648999999999688,0.007288,0.005447,15.0,15.000000000000009,15.000000000000009,14.999999999999995,14.999999999999993,15.000000000000007,0.0,-0.026464132018716263,-0.029974156864772693,-0.03844324367383132,-0.04647281340603614,-0.03185375930834935
0,1.018170764068338,0.0,1.018170764068338,0.0,0.05333333333333334,0.0,0.0021762467350046905,0.006439111111111111,0.02236015786666667,0.0,1.0307067640683383,0.0,0.0,0.0,0.0,0.021333,0.000885,0.032984,15.0,15.000000000000005,15.0,14.999999999999995,14.999999999999993,15.0,0.0,-0.09009816639033304,-0.1023671909711714,-0.12918300054020723,-0.15461907693499835,-0.10831996490118599
0,3.2997835627228573,0.0,3.2997835627228573,0.0,0.28444444444444456,0.0,0.006357525276049339,0.0,0.019643566222222224,0.0,3.299026562722858,0.0,0.0,0.0,0.018165000000000653,0.02282,0.021663,0.018565,15.0,15.000000000000005,15.000000000000007,14.999999999999995,14.999999999999993,15.000000000000005,0.0,-0.28862085291892725,-0.32805645808619105,-0.4131174554985967,-0.49590339037361875,-0.34717834860408014
0,0.08540567328034715,0.0,0.08540567328034715,0.0,0.0,0.0,0.0035828466136804842,0.0,0.010909710222222221,0.0,0.07533967328034716,0.0,0.0,0.0,0.019642,0.025867,0.007348,0.028095,15.0,15.000000000000012,15.000000000000014,14.999999999999998,15.000000000000002,15.000000000000014,0.0,-0.00629312842309448,-0.006987885727628925,-0.009886732364379822,-0.01189710967635284,-0.007547166982257665
0,2.541660829024319,0.0,2.541660829024319,0.0,0.27616551805653416,0.0,0.03948151426697928,0.0,0.004125057244444445,0.0,2.5752068290243217,0.0,0.0,0.0,0.0,0.00107,0.026981,0.007635,15.0,15.000000000000007,15.0,14.999999999999998,14.999999999999998,15.0,0.0,-0.22580242523237418,-0.25693519878829335,-0.3217096601747688,-0.3856167293325922,-0.27159518753642725
0,3.3281533333333373,0.0,3.3281533333333373,0.0,0.16000000000000003,0.0,0.07129296978698253,0.0,0.004369689244444446,0.0,3.3333333333333335,0.0,0.0,0.0,0.023271,0.008925,0.026861,0.010515,15.0,15.000000000000012,15.000000000000014,14.999999999999998,15.000000000000002,15.000000000000014,0.0,-0.29159169834614646,-0.33141630889639007,-0.4174598366826527,-0.5009098527403693,-0.3507257889369518
